model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,2025-01-03,08:30-12:00,1,1,1,0,0.544434,0.544434,0.0,2.0,60.0,-1.0,-1.0,-1.410292,-1.410292,0.410292,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-01-10,08:30-12:00,1,1,1,0,2.455122,2.455122,0.0,2.0,60.0,-1.0,1.0,0.91358,0.91358,0.08642,0.0,1.0,0.0,1.0,1.0,3.0,1.0,,0,1
turtle_soup,2025-01-18,08:30-12:00,1,1,1,0,3.020154,3.020154,1.0,2.0,60.0,2.0,1.0,0.775668,0.775668,0.224332,1.0,1.0,1.0,0.0,1.0,,1.0,2.0,0,1
turtle_soup,2025-01-19,08:30-12:00,1,1,1,0,18.845988,18.845988,1.0,2.0,60.0,2.0,1.0,0.665868,0.665868,0.334132,1.0,1.0,1.0,0.0,1.0,,1.0,2.0,0,1
turtle_soup,2025-01-30,08:30-12:00,1,1,1,0,1.549807,1.549807,0.0,2.0,60.0,1.549807,1.0,0.896225,0.896225,0.103775,0.0,1.0,0.0,0.0,1.0,,18.0,,0,1
turtle_soup,2025-02-02,08:30-12:00,1,1,1,0,0.022247,0.022247,0.0,2.0,60.0,-1.0,-1.0,-1.136462,-1.136462,0.136462,0.0,0.0,0.0,1.0,1.0,5.0,,,0,1
turtle_soup,2025-02-05,08:30-12:00,1,1,1,0,2.401545,2.401545,0.0,2.0,60.0,-1.0,1.0,0.889983,0.889983,0.110017,0.0,1.0,0.0,1.0,1.0,4.0,3.0,,0,1
turtle_soup,2025-02-08,08:30-12:00,1,1,1,0,6.843354,6.843354,1.0,2.0,60.0,2.0,1.0,0.558859,0.558859,0.441141,1.0,1.0,1.0,0.0,1.0,,2.0,3.0,0,1
turtle_soup,2025-02-09,08:30-12:00,1,1,1,0,2.681716,2.681716,0.0,2.0,60.0,-1.0,1.0,0.659318,0.659318,0.340682,0.0,1.0,0.0,1.0,1.0,2.0,1.0,,0,1
turtle_soup,2025-02-12,08:30-12:00,1,1,1,0,2.126295,2.126295,1.0,2.0,60.0,2.0,1.0,0.918964,0.918964,0.081036,1.0,1.0,1.0,0.0,1.0,,4.0,16.0,0,1
turtle_soup,2025-02-14,08:30-12:00,1,1,1,0,0.065382,0.065382,0.0,2.0,60.0,-1.0,-1.0,-1.094898,-1.094898,0.094898,0.0,0.0,0.0,1.0,1.0,3.0,,,0,1
turtle_soup,2025-02-17,08:30-12:00,1,1,1,0,3.029904,3.029904,1.0,2.0,60.0,2.0,1.0,0.791776,0.791776,0.208224,1.0,1.0,1.0,0.0,1.0,,3.0,3.0,0,1
turtle_soup,2025-02-21,08:30-12:00,1,1,1,0,0.905024,0.905024,0.0,2.0,60.0,-1.0,-1.0,-1.160657,-1.160657,0.160657,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-03-02,08:30-12:00,2,2,2,0,18.182828,18.182828,0.0,2.0,60.0,-1.0,-1.0,-1.213701,-1.213701,0.213701,0.0,0.0,0.0,1.0,1.0,1.0,,,0,2
turtle_soup,2025-03-04,08:30-12:00,1,1,1,0,10.282688,10.282688,0.0,2.0,60.0,-1.0,-1.0,-1.138442,-1.138442,0.138442,0.0,0.0,0.0,1.0,1.0,2.0,,,1,1
turtle_soup,2025-03-10,08:30-12:00,1,1,1,0,1.192626,1.192626,0.0,2.0,60.0,-1.0,1.0,0.888289,0.888289,0.111711,0.0,1.0,0.0,1.0,1.0,2.0,1.0,,0,1
