model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,65,65,65,0,3.302976,2.098568,0.538462,1.869473,74.769231,0.227769,0.468452,0.283676,0.283676,0.184776,0.0,0.184776,0.538462,0.630769,0.215385,0.4,1.0,4.269231,3.341463,3.071429,7,52
turtle_soup,30m,54,54,54,0,3.81767,2.087053,0.592593,1.557468,73.518519,0.239672,0.400483,0.159225,0.159225,0.241258,0.0,0.241258,0.592593,0.537037,0.185185,0.37037,1.0,4.2,3.965517,1.9,6,47
