model,htf_location,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,unknown,119,119,119,0,3.536534,2.098568,0.563025,1.727891,74.201681,0.23317,0.437609,0.227203,0.227203,0.210406,0.0,0.210406,0.563025,0.588235,0.201681,0.386555,1.0,4.23913,3.6,2.583333,13,99
