model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,07:00-10:00,83,83,83,0,3.744969,2.469999,0.542169,1.799331,74.337349,0.160821,0.439877,0.221798,0.221798,0.218079,0.0,0.218079,0.542169,0.614458,0.204819,0.421687,1.0,3.685714,2.372549,2.941176,11,69
turtle_soup,10:00-12:00,36,36,36,0,3.055978,1.556004,0.611111,1.563181,73.888889,0.399975,0.432381,0.239665,0.239665,0.192716,0.0,0.192716,0.611111,0.527778,0.194444,0.305556,1.0,6.0,6.894737,1.714286,2,30
