model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,32,32,32,0,3.617809,2.288214,0.6875,1.311863,72.5,0.37158,0.546266,0.418557,0.418557,0.127709,0.0,0.127709,0.6875,0.5625,0.0625,0.21875,1.0,7.571429,4.611111,1.5,1,30
turtle_soup,valid,26,26,26,0,3.549724,1.519762,0.538462,1.818441,75.0,0.160704,0.373479,0.192706,0.192706,0.180774,0.0,0.180774,0.538462,0.576923,0.269231,0.461538,1.0,4.166667,1.733333,1.571429,2,20
