model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,22,22,22,0,4.709026,2.882479,0.636364,1.661367,74.090909,0.500416,0.681274,0.531293,0.531293,0.149981,0.0,0.149981,0.636364,0.727273,0.136364,0.272727,1.0,3.0,5.125,2.333333,2,19
turtle_soup,short,36,36,36,0,2.901782,2.088505,0.611111,1.46414,73.333333,0.140547,0.338971,0.186548,0.186548,0.152423,0.0,0.152423,0.611111,0.472222,0.166667,0.361111,1.0,6.538462,1.588235,1.166667,1,31
