model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,long,33,33,33,0,2.629098,1.978347,0.30303,2.0,78.0,-0.045055,0.212521,0.212521,0.30303,0.575758,0.30303,0.666667,1.0,7.727273,7.473684,12.1,0,0
silver_bullet,short,37,37,37,0,3.474813,2.735029,0.432432,2.0,78.0,0.486816,0.538135,0.538135,0.432432,0.648649,0.432432,0.459459,1.0,8.588235,7.0,10.0625,1,0
