model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,25,25,25,0,3.563352,2.808628,0.52,2.040285,77.6,0.344161,0.779142,0.648245,0.648245,0.133033,-0.002136,0.130897,0.52,0.8,0.28,0.4,1.0,3.5,1.85,3.428571,4,17
turtle_soup,valid,33,33,33,0,4.098347,2.795639,0.575758,2.447113,75.454545,0.925479,0.444154,0.262335,0.262335,0.183303,-0.001485,0.181819,0.575758,0.636364,0.424242,0.30303,1.0,6.4,2.238095,2.285714,0,26
