model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,33,33,33,0,3.7373,3.570459,0.575758,2.812664,78.181818,0.979827,0.691139,0.543136,0.543136,0.150158,-0.002154,0.148003,0.575758,0.757576,0.424242,0.30303,1.0,5.8,1.52,2.785714,2,21
turtle_soup,30m,25,25,25,0,4.039933,2.431339,0.52,1.557757,74.0,0.272423,0.453121,0.277588,0.277588,0.176785,-0.001252,0.175533,0.52,0.64,0.28,0.4,1.0,4.1,2.875,2.428571,2,22
