model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,36,36,36,0,3.58461,2.103067,0.583333,1.7014,73.055556,0.218602,0.360684,0.234643,0.234643,0.126041,0.0,0.126041,0.583333,0.555556,0.111111,0.361111,1.0,4.769231,4.55,4.0,2,33
turtle_soup,valid,37,37,37,0,3.666262,2.469999,0.432432,2.525323,77.027027,-0.041405,0.387067,0.206421,0.206421,0.180646,0.0,0.180646,0.432432,0.621622,0.27027,0.567568,1.0,3.666667,2.086957,1.6,4,26
