phase,start_date,end_date,count,activated_trades,managed_expectancy,gross_managed_expectancy,profit_factor,max_drawdown_r,win_rate,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,session_overtrade_count,passed,failed_gates
overall,2022-01-28,2026-03-30,36,36,0.234643,0.360684,1.824662,3.390857,0.666667,0.126041,0.0,0.126041,0,False,min_managed_expectancy_r;min_profit_factor
train,2022-01-28,2023-08-20,12,12,0.019288,0.149459,1.041421,3.390857,0.583333,0.130171,0.0,0.130171,0,False,min_managed_expectancy_r;min_profit_factor
validation,2023-10-13,2024-08-28,12,12,0.533596,0.663528,5.604714,1.090045,0.833333,0.129932,0.0,0.129932,0,True,
test,2024-09-15,2026-03-30,12,12,0.151045,0.269066,1.555197,3.230539,0.583333,0.11802,0.0,0.11802,0,False,min_managed_expectancy_r
