model,score_bucket,count,valid_outcome_count,skipped_outcome_count,long_count,short_count,avg_mfe_r,median_mfe_r,avg_mae_r,median_mae_r,hit_0_5r_rate,hit_1r_rate,hit_2r_rate,invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,avg_score,best_symbol,best_timeframe
Entry Model 1,high,368,327,41,167,201,2.769525,1.368432,3.051775,1.333089,0.816514,0.614679,0.379205,0.61413,0.513761,0.302752,4.0,ETHUSDT,1h
Entry Model 1,low,9,9,0,2,7,1.659948,1.126729,0.910525,0.300891,1.0,0.777778,0.111111,0.222222,0.777778,0.111111,2.0,BTCUSDT,1h
Entry Model 1,medium,140,115,25,65,75,1.865111,1.301391,1.349737,0.755745,0.765217,0.582609,0.347826,0.457143,0.530435,0.295652,3.0,ETHUSDT,15m
Entry Model 2,high,781,676,104,391,390,3.049683,1.855691,2.892363,1.673157,0.809172,0.689349,0.468935,0.663252,0.54142,0.338757,4.40589,BTCUSDT,1h
Entry Model 2,medium,6,5,1,3,3,3.023838,2.572073,4.59835,1.946312,1.0,1.0,0.6,1.0,0.6,0.2,3.0,BTCUSDT,1h
Entry Model 3,high,129,122,7,60,69,10.402583,2.909679,34.913942,3.271288,0.852459,0.770492,0.631148,0.75969,0.557377,0.377049,4.0,BTCUSDT,15m
Entry Model 3,medium,6,5,1,3,3,1.660039,1.118476,2.533034,2.147429,0.6,0.6,0.2,0.5,0.4,0.2,3.0,ETHUSDT,1h
