model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,15,15,15,0,1.214162,0.739334,0.066667,2.0,77.333333,-0.409114,-0.130815,-0.270807,-0.270807,0.139992,0.066667,0.4,0.066667,0.733333,1.0,15.090909,15.666667,17.0,0,15
turtle_soup,valid,22,22,22,0,1.679294,1.295003,0.181818,2.0,78.636364,-0.129474,0.15624,0.012632,0.012632,0.143608,0.181818,0.5,0.181818,0.636364,1.0,19.428571,11.181818,24.75,0,22
