model,stop_mode,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,sweep_extreme,37,37,37,0,1.490727,1.202998,0.135135,2.0,78.108108,-0.242842,0.039866,-0.102276,-0.102276,0.142142,0.135135,0.459459,0.135135,0.675676,1.0,17.52,12.764706,23.2,0,37
