model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,07:00-10:00,13,13,13,0,4.579546,2.615719,0.230769,2.0,61.538462,-0.154155,0.084492,-0.251766,-0.251766,0.336258,0.230769,0.538462,0.230769,0.692308,1.0,2.777778,3.428571,7.666667,1,13
