model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,4,4,4,0,7.293114,6.603034,0.5,2.0,60.0,0.5,0.25,0.013359,0.013359,0.236641,0.5,0.5,0.5,0.5,1.0,4.0,3.0,7.0,0,4
turtle_soup,short,9,9,9,0,3.373516,1.934512,0.111111,2.0,62.222222,-0.444891,0.010933,-0.3696,-0.3696,0.380532,0.111111,0.555556,0.111111,0.777778,1.0,2.428571,3.6,9.0,1,9
