model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,4,4,4,0,3.430537,3.414238,1.0,0.512863,70.0,0.512863,0.592062,0.480759,0.480759,0.111303,0.0,0.111303,1.0,0.5,0.25,0.0,1.0,,1.5,1.0,0,4
turtle_soup,valid,7,7,7,0,4.91828,4.671872,0.857143,2.485194,77.142857,1.472684,1.0,0.730428,0.730428,0.269572,0.0,0.269572,0.857143,1.0,0.857143,0.142857,1.0,22.0,1.428571,1.666667,0,5
