model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,3,3,3,0,4.940907,4.514163,1.0,1.965892,76.666667,1.965892,1.0,0.791227,0.791227,0.208773,0.0,0.208773,1.0,1.0,0.666667,0.0,1.0,,1.666667,3.0,0,2
turtle_soup,short,8,8,8,0,4.165923,4.518039,0.875,1.693767,73.75,0.80782,0.796031,0.582794,0.582794,0.213237,0.0,0.213237,0.875,0.75,0.625,0.125,1.0,22.0,1.333333,1.0,0,7
