model,session_label,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,custom,132,132,132,0,11.86252,8.428267,0.25,6.862898,69.015152,1.161607,0.484848,-0.273139,-0.273139,0.757988,0.0,0.757988,0.25,0.742424,0.636364,0.689394,1.0,3.098901,1.05102,1.214286,70,26
turtle_soup,london_open,342,342,342,0,10.864536,7.40096,0.210526,9.964876,70.760234,0.873976,0.483466,-0.359534,-0.359534,0.843029,-3e-05,0.842999,0.210526,0.736842,0.578947,0.75731,1.0,4.301158,1.071429,1.439394,179,45
turtle_soup,ny_open,482,482,482,0,9.504596,6.157544,0.358921,6.094342,67.406639,0.95355,0.450571,-0.163784,-0.163784,0.614375,-2e-05,0.614355,0.358921,0.713693,0.568465,0.628631,1.0,2.709571,1.261628,1.273723,230,146
