model,stop_mode,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,asian_sweep_extreme,31,31,31,0,3.576408,1.481125,0.483871,1.656798,74.193548,-0.01373,0.368387,0.218642,0.218642,0.149745,0.0,0.149745,0.483871,0.548387,0.032258,0.451613,1.0,3.857143,4.588235,1.0,3,26
