model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,17,17,17,0,4.300193,2.098568,0.647059,1.417597,72.941176,0.405206,0.618351,0.477029,0.477029,0.141323,0.0,0.141323,0.647059,0.647059,0.0,0.235294,1.0,7.25,5.909091,,1,16
turtle_soup,valid,14,14,14,0,2.697525,1.185319,0.285714,1.947256,75.714286,-0.522438,0.06486,-0.095113,-0.095113,0.159973,0.0,0.159973,0.285714,0.428571,0.071429,0.714286,1.0,2.5,2.166667,1.0,2,10
