model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,14,14,14,0,4.336592,1.437597,0.5,1.845025,74.285714,0.068163,0.523241,0.375708,0.375708,0.147532,0.0,0.147532,0.5,0.642857,0.071429,0.428571,1.0,3.0,7.444444,1.0,2,12
turtle_soup,short,17,17,17,0,2.950373,1.482015,0.470588,1.501787,74.117647,-0.081171,0.240861,0.089293,0.089293,0.151568,0.0,0.151568,0.470588,0.470588,0.0,0.470588,1.0,4.5,1.375,,1,14
