model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,high,222,222,78,0,41.480116,24.664672,0.09009,9.018492,75.905405,1.054066,0.725751,-0.814035,-0.814035,0.540901,0.000105,0.541006,0.09009,0.193694,0.162162,0.261261,6.941441,1.758621,1.023256,1.055556,45,0
ifvg_retest,medium,291,291,115,0,10.517588,5.090744,0.216495,1.502871,58.584192,0.231275,0.314785,-0.311679,-0.311679,0.2476,-2.8e-05,0.247572,0.216495,0.233677,0.130584,0.178694,6.106529,3.423077,2.808824,1.131579,15,291
