model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,BTCUSDT,242,242,91,0,20.868662,7.399489,0.157025,5.453966,66.533058,0.378157,0.452026,-0.657995,-0.657995,0.417294,0.000111,0.417405,0.157025,0.227273,0.14876,0.219008,6.735537,2.358491,2.8,1.194444,33,133
ifvg_retest,ETHUSDT,271,271,102,0,24.960034,9.078347,0.166052,4.131295,65.675277,0.729427,0.506613,-0.386865,-0.386865,0.336334,-4.4e-05,0.336291,0.166052,0.206642,0.140221,0.210332,6.228782,2.719298,1.446429,1.0,27,158
