model,same_bar_policy,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,conservative,513,513,193,0,23.030941,8.191278,0.161793,4.755245,66.079922,0.563802,0.480875,-0.514703,-0.514703,0.374526,2.9e-05,0.374555,0.161793,0.216374,0.14425,0.214425,6.467836,2.545455,2.117117,1.094595,60,291
