phase,start_date,end_date,count,activated_trades,managed_expectancy,gross_managed_expectancy,profit_factor,max_drawdown_r,win_rate,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,session_overtrade_count,passed,failed_gates
overall,2022-05-11,2024-08-28,4,4,-0.002255,0.125,0.991643,1.07947,0.75,0.127255,0.0,0.127255,0,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades
train,2022-01-02,2022-10-31,2,2,0.361748,0.5,inf,0.0,1.0,0.138252,0.0,0.138252,0,False,min_phase_trades
validation,2022-11-08,2023-11-28,0,0,,,,,,,,,0,False,min_phase_trades;min_managed_expectancy_r;min_profit_factor
test,2023-12-05,2024-11-04,2,2,-0.366258,-0.25,0.321411,1.07947,0.5,0.116258,0.0,0.116258,0,False,min_phase_trades;min_managed_expectancy_r;min_profit_factor
