model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,8,8,8,0,3.149368,3.706243,0.75,1.164974,72.5,0.210956,0.334175,0.205094,0.205094,0.129081,0.0,0.129081,0.75,0.5,0.25,0.25,1.0,5.5,1.5,1.5,0,7
turtle_soup,valid,10,10,10,0,3.040521,2.013754,0.9,1.419316,73.0,1.183486,0.924691,0.739337,0.739337,0.185354,0.0,0.185354,0.9,0.9,0.4,0.1,1.0,2.0,1.333333,2.0,1,9
