model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,6,6,6,0,3.711765,4.090276,1.0,1.214096,73.333333,1.214096,1.0,0.82324,0.82324,0.17676,0.0,0.17676,1.0,1.0,0.333333,0.0,1.0,,1.333333,3.0,0,5
turtle_soup,short,12,12,12,0,2.777464,2.392156,0.75,1.352364,72.5,0.519827,0.493359,0.341224,0.341224,0.152136,0.0,0.152136,0.75,0.583333,0.333333,0.25,1.0,4.333333,1.428571,1.25,1,11
