model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,21,21,21,0,5.123007,4.514163,0.761905,2.102739,75.714286,1.174696,0.636583,0.468204,0.468204,0.16945,-0.001071,0.168379,0.761905,0.761905,0.52381,0.238095,1.0,6.4,1.75,1.818182,1,16
turtle_soup,30m,21,21,21,0,3.788802,2.133557,0.619048,1.908486,74.761905,0.513331,0.490952,0.315374,0.315374,0.176558,-0.000979,0.175578,0.619048,0.666667,0.238095,0.333333,1.0,5.428571,3.428571,1.2,0,18
