model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,696,696,696,0,9.094421,6.060659,0.373563,5.724809,66.752874,0.938101,0.475921,-0.175152,-0.175152,0.650961,0.000112,0.651074,0.373563,0.722701,0.533046,0.610632,1.0,3.437647,1.151093,1.382749,296,235
turtle_soup,ETHUSDT,690,690,690,0,9.778197,5.771289,0.336232,6.300905,66.376812,0.81302,0.44294,-0.12692,-0.12692,0.569718,0.000143,0.56986,0.336232,0.713043,0.536232,0.646377,1.0,3.587444,1.292683,1.502703,317,234
