model,session_label,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,custom,270,270,270,0,7.4964,5.379998,0.362963,6.412869,66.037037,1.045128,0.488672,-0.068315,-0.068315,0.556987,0.0,0.556987,0.362963,0.725926,0.559259,0.6,1.0,3.419753,1.153061,1.317881,112,96
turtle_soup,london_open,397,397,397,0,9.349247,6.094257,0.244332,7.502551,68.866499,0.447555,0.519877,-0.188693,-0.188693,0.708254,0.000315,0.70857,0.244332,0.75063,0.526448,0.730479,1.0,4.424138,1.355705,1.703349,217,91
turtle_soup,ny_open,719,719,719,0,10.210005,6.056847,0.413074,5.037697,65.493741,1.048732,0.415212,-0.161509,-0.161509,0.576649,7.2e-05,0.576721,0.413074,0.696801,0.529903,0.582754,1.0,2.921241,1.167665,1.349081,284,282
