model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,16,16,16,0,3.723384,1.995365,0.3125,2.0,80.0,0.204788,0.428615,0.29937,0.29937,0.129245,0.3125,0.6875,0.3125,0.5625,1.0,6.222222,4.818182,9.2,1,16
turtle_soup,valid,14,14,14,0,2.917403,1.185319,0.214286,2.0,80.0,-0.357143,-0.142857,-0.310798,-0.310798,0.167941,0.214286,0.428571,0.214286,0.785714,1.0,3.363636,2.166667,6.0,0,14
