model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict2022_mss_fvg,long,5,5,5,0,0.303017,0.25672,0.0,1.260731,88.0,-1.0,-1.0,-1.024829,-1.024829,0.024454,0.000375,0.024829,0.0,0.0,0.0,1.0,1.2,6.0,,,1,5
ict2022_mss_fvg,short,6,6,6,0,1.144197,1.300264,0.5,0.748613,79.666667,-0.387083,-0.327851,-0.38914,-0.38914,0.061289,0.0,0.061289,0.5,0.166667,0.0,0.5,1.0,1.333333,1.0,,1,6
