model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,758,758,758,0,11.130139,8.226545,0.224274,9.081709,72.506596,1.085335,0.461741,-0.350943,-0.350943,0.812705,-2.1e-05,0.812685,0.224274,0.730871,0.622691,0.742744,1.0,3.493783,1.052347,1.252119,444,19
turtle_soup,medium,198,198,198,0,7.202493,3.651604,0.545455,1.855696,54.747475,0.4503,0.487477,0.141698,0.141698,0.345799,-2.1e-05,0.345779,0.545455,0.707071,0.424242,0.454545,1.0,2.777778,1.6,1.72619,35,198
