model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count
ifvg_retest,long,132,132,132,0,12.077908,7.411846,0.348485,2.0,0.088495,0.348485,0.492424,0.348485,0.636364,1.984848,1.392857,1.215385,1.695652,0
ifvg_retest,short,117,117,117,0,12.657878,8.040268,0.358974,2.0,0.076923,0.358974,0.435897,0.358974,0.641026,2.273504,1.24,1.098039,1.547619,0
silver_bullet,long,6,6,6,0,1.054907,0.894116,0.0,2.0,-0.540066,0.0,0.166667,0.0,0.833333,1.166667,5.6,3.0,,0
silver_bullet,short,4,4,4,0,1.034266,1.054924,0.0,2.0,-0.297407,0.0,0.25,0.0,0.75,1.25,10.666667,20.0,,0
turtle_soup,long,690,690,690,0,3.762246,2.212379,0.142029,6.378738,0.297498,0.142029,0.515942,0.307246,0.724638,1.0,4.396,2.609551,4.617925,0
turtle_soup,short,623,623,623,0,3.341105,2.432488,0.187801,6.573149,0.118843,0.187801,0.463884,0.295345,0.722311,1.0,4.055556,2.577855,4.282609,0
