model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count
ifvg_retest,15m,119,119,119,0,15.339129,8.516837,0.352941,2.0,0.083182,0.352941,0.445378,0.352941,0.638655,2.134454,1.289474,1.113208,1.214286,0
ifvg_retest,5m,130,130,130,0,9.61461,6.647169,0.353846,2.0,0.082943,0.353846,0.484615,0.353846,0.638462,2.107692,1.349398,1.206349,2.0,0
silver_bullet,15m,4,4,4,0,0.894228,0.800233,0.0,2.0,-0.310099,0.0,0.25,0.0,0.75,1.5,11.0,3.0,,0
silver_bullet,5m,6,6,6,0,1.148266,1.230977,0.0,2.0,-0.531605,0.0,0.166667,0.0,0.833333,1.0,5.4,20.0,,0
turtle_soup,15m,649,649,649,0,3.710033,2.432488,0.171032,6.888069,0.255843,0.171032,0.476117,0.288136,0.736518,1.0,3.970711,2.517799,4.160428,0
turtle_soup,5m,664,664,664,0,3.418143,2.263606,0.156627,6.06332,0.170589,0.156627,0.506024,0.314759,0.710843,1.0,4.502119,2.666667,4.732057,0
