model,target_mode,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,fixed_r,312,312,312,0,3.149547,1.975561,0.24359,2.0,62.403846,-0.092569,0.028188,-0.167621,-0.167621,0.195808,0.24359,0.471154,0.24359,0.669872,1.0,3.84689,3.265306,5.118421,31,312
