model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,152,152,152,0,2.995039,1.594297,0.25,2.0,61.710526,-0.028352,0.088996,-0.069082,-0.069082,0.158077,0.25,0.5,0.25,0.644737,1.0,4.867347,4.065789,6.368421,10,152
turtle_soup,valid,160,160,160,0,3.29633,2.285039,0.2375,2.0,63.0625,-0.153575,-0.02958,-0.261233,-0.261233,0.231653,0.2375,0.44375,0.2375,0.69375,1.0,2.945946,2.408451,3.868421,21,160
