model,model_family,direction,symbol,timeframe,timestamp,setup_timestamp,detected_at,entry_time,entry_mode,stop_mode,target_mode,entry_price,entry_low,entry_high,stop_loss,invalidation,target_hint,risk,risk_bps,same_bar_policy,same_bar_ambiguous,activated_trade,invalidated_before_entry,session_window,ny_time,swept_level,sweep_extreme,sweep_liquidity_quality,sweep_level_age_bars,turtle_quality,fvg_low,fvg_high,fvg_ce,ifvg_low,ifvg_high,ifvg_ce,ob_low,ob_high,breaker_low,breaker_high,time_to_retest_bars,retest_time,target_distance_r,time_to_entry_bars,bars_to_invalidation,bars_to_1r,bars_to_2r,metadata_json,mfe_r,mae_r,invalidated,target_hit,target_before_invalidation,hit_1r_before_invalidation,hit_2r_before_invalidation
ifvg_retest,ict,short,BTCUSDT,5m,1776735300000,1776735300000,1776735900000,1776735600000,edge,ce,fixed_r,76013.3,76013.3,76013.3,76056.25266,76056.25266,75927.39468000001,42.952659999995376,5.650676921011899,conservative,False,True,False,,,,,,,,,,,76013.3,76068.8,76041.05,,,,,1,1776735600000,2.0,1,,1,3,"{""breach_close"": 75976.6, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776735300000, ""entry_mode"": ""edge"", ""entry_price"": 76013.3, ""entry_time"": 1776735600000, ""ifvg_ce"": 76041.05, ""ifvg_high"": 76068.8, ""ifvg_low"": 76013.3, ""model_family"": ""ict"", ""retest_depth"": 0.3657657657658182, ""retest_time"": 1776735600000, ""risk"": 42.952659999995376, ""risk_bps"": 5.650676921011899, ""source_fvg_direction"": ""bullish"", ""stop_loss"": 76056.25266, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",13.507894505254379,0.4726133375675708,False,True,True,True,True
ifvg_retest,ict,short,BTCUSDT,5m,1776742500000,1776742500000,1776743400000,1776743100000,edge,ce,fixed_r,75534.7,75534.7,75534.7,75574.30694,75574.30694,75455.48612,39.60693999999785,5.243542371916199,conservative,False,True,False,,,,,,,,,,,75534.7,75583.7,75559.2,,,,,2,1776743100000,2.0,2,1,,,"{""breach_close"": 75490.0, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776742500000, ""entry_mode"": ""edge"", ""entry_price"": 75534.7, ""entry_time"": 1776743100000, ""ifvg_ce"": 75559.2, ""ifvg_high"": 75583.7, ""ifvg_low"": 75534.7, ""model_family"": ""ict"", ""retest_depth"": 1.6020408163265305, ""retest_time"": 1776743100000, ""risk"": 39.60693999999785, ""risk_bps"": 5.243542371916199, ""source_fvg_direction"": ""bullish"", ""stop_loss"": 75574.30694, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 2}",0.6741242822595873,10.230530306052906,True,False,False,False,False
ifvg_retest,ict,short,BTCUSDT,5m,1776744300000,1776744300000,1776744900000,1776744600000,edge,ce,fixed_r,75613.2,75613.2,75613.2,75645.32264,75645.32264,75548.95472,32.12264000000141,4.2482846910329695,conservative,False,True,False,,,,,,,,,,,75613.2,75647.2,75630.2,,,,,1,1776744600000,2.0,1,4,1,,"{""breach_close"": 75600.0, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776744300000, ""entry_mode"": ""edge"", ""entry_price"": 75613.2, ""entry_time"": 1776744600000, ""ifvg_ce"": 75630.2, ""ifvg_high"": 75647.2, ""ifvg_low"": 75613.2, ""model_family"": ""ict"", ""retest_depth"": 0.4500000000000856, ""retest_time"": 1776744600000, ""risk"": 32.12264000000141, ""risk_bps"": 4.2482846910329695, ""source_fvg_direction"": ""bullish"", ""stop_loss"": 75645.32264, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",1.693509624364367,10.394537933370174,True,False,False,True,False
ifvg_retest,ict,long,BTCUSDT,5m,1776746100000,1776746100000,1776746700000,1776746400000,edge,ce,fixed_r,75652.6,75652.6,75652.6,75625.41948,75625.41948,75706.96104000002,27.180520000008983,3.5928071209725747,conservative,False,True,False,,,,,,,,,,,75628.5,75652.6,75640.55,,,,,1,1776746400000,2.0,1,1,,,"{""breach_close"": 75669.7, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776746100000, ""entry_mode"": ""edge"", ""entry_price"": 75652.6, ""entry_time"": 1776746400000, ""ifvg_ce"": 75640.55, ""ifvg_high"": 75652.6, ""ifvg_low"": 75628.5, ""model_family"": ""ict"", ""retest_depth"": 1.8464730290451972, ""retest_time"": 1776746400000, ""risk"": 27.180520000008983, ""risk_bps"": 3.5928071209725747, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 75625.41948, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",10.834965629793054,1.637201937269239,True,False,False,False,False
ifvg_retest,ict,short,BTCUSDT,5m,1776749400000,1776749400000,1776750000000,1776749700000,edge,ce,fixed_r,75820.0,75820.0,75820.0,75835.564,75835.564,75788.872,15.563999999998487,2.0527565286202174,conservative,False,True,False,,,,,,,,,,,75820.0,75820.8,75820.4,,,,,1,1776749700000,2.0,1,1,,,"{""breach_close"": 75811.9, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776749400000, ""entry_mode"": ""edge"", ""entry_price"": 75820.0, ""entry_time"": 1776749700000, ""ifvg_ce"": 75820.4, ""ifvg_high"": 75820.8, ""ifvg_low"": 75820.0, ""model_family"": ""ict"", ""retest_depth"": 23.624999999906777, ""retest_time"": 1776749700000, ""risk"": 15.563999999998487, ""risk_bps"": 2.0527565286202174, ""source_fvg_direction"": ""bullish"", ""stop_loss"": 75835.564, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",10.389360061681625,17.219223849911724,True,False,False,False,False
ifvg_retest,ict,short,BTCUSDT,5m,1776762000000,1776762000000,1776763200000,1776762900000,edge,ce,fixed_r,76460.0,76460.0,76460.0,76495.292,76495.292,76389.416,35.29200000000128,4.615746795710343,conservative,False,True,False,,,,,,,,,,,76460.0,76500.0,76480.0,,,,,3,1776762900000,2.0,3,,2,2,"{""breach_close"": 76360.1, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776762000000, ""entry_mode"": ""edge"", ""entry_price"": 76460.0, ""entry_time"": 1776762900000, ""ifvg_ce"": 76480.0, ""ifvg_high"": 76500.0, ""ifvg_low"": 76460.0, ""model_family"": ""ict"", ""retest_depth"": 0.8, ""retest_time"": 1776762900000, ""risk"": 35.29200000000128, ""risk_bps"": 4.615746795710343, ""source_fvg_direction"": ""bullish"", ""stop_loss"": 76495.292, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 3}",10.107106426385133,2.975178510710535,False,True,True,True,True
ifvg_retest,ict,long,BTCUSDT,5m,1776762600000,1776762600000,1776763500000,1776763200000,edge,ce,fixed_r,76404.0,76404.0,76404.0,76386.7192,76386.7192,76438.56159999999,17.280799999993178,2.261766399664046,conservative,False,True,False,,,,,,,,,,,76400.0,76404.0,76402.0,,,,,2,1776763200000,2.0,2,1,,,"{""breach_close"": 76433.7, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776762600000, ""entry_mode"": ""edge"", ""entry_price"": 76404.0, ""entry_time"": 1776763200000, ""ifvg_ce"": 76402.0, ""ifvg_high"": 76404.0, ""ifvg_low"": 76400.0, ""model_family"": ""ict"", ""retest_depth"": 9.575000000000728, ""retest_time"": 1776763200000, ""risk"": 17.280799999993178, ""risk_bps"": 2.261766399664046, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 76386.7192, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 2}",25.490718022323843,17.400814777100354,True,False,False,False,False
ifvg_retest,ict,long,BTCUSDT,5m,1776765600000,1776765600000,1776766200000,1776765900000,edge,ce,fixed_r,76365.7,76365.7,76365.7,76292.17685999999,76292.17685999999,76512.74628,73.52314000000479,9.62777005907165,conservative,False,True,False,,,,,,,,,,,76249.2,76365.7,76307.45,,,,,1,1776765900000,2.0,1,,1,4,"{""breach_close"": 76380.4, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776765600000, ""entry_mode"": ""edge"", ""entry_price"": 76365.7, ""entry_time"": 1776765900000, ""ifvg_ce"": 76307.45, ""ifvg_high"": 76365.7, ""ifvg_low"": 76249.2, ""model_family"": ""ict"", ""retest_depth"": 0.16824034334756455, ""retest_time"": 1776765900000, ""risk"": 73.52314000000479, ""risk_bps"": 9.62777005907165, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 76292.17685999999, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",6.512235467636063,1.1506581465370733,False,True,True,True,True
ifvg_retest,ict,short,BTCUSDT,5m,1776769800000,1776769800000,1776770700000,1776770400000,edge,ce,fixed_r,76565.0,76565.0,76565.0,76640.663,76640.663,76413.674,75.66300000000047,9.882191601906936,conservative,False,True,False,,,,,,,,,,,76565.0,76685.7,76625.35,,,,,2,1776770400000,2.0,2,1,,,"{""breach_close"": 76357.5, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776769800000, ""entry_mode"": ""edge"", ""entry_price"": 76565.0, ""entry_time"": 1776770400000, ""ifvg_ce"": 76625.35, ""ifvg_high"": 76685.7, ""ifvg_low"": 76565.0, ""model_family"": ""ict"", ""retest_depth"": 1.028997514498758, ""retest_time"": 1776770400000, ""risk"": 75.66300000000047, ""risk_bps"": 9.882191601906936, ""source_fvg_direction"": ""bullish"", ""stop_loss"": 76640.663, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 2}",12.341567212508057,1.6414892351611265,True,False,False,False,False
ifvg_retest,ict,long,BTCUSDT,5m,1776770400000,1776770400000,1776771000000,1776770700000,edge,ce,fixed_r,76613.3,76613.3,76613.3,76594.82733999999,76594.82733999999,76650.24532000003,18.472660000014002,2.4111557653846005,conservative,False,True,False,,,,,,,,,,,76607.0,76613.3,76610.15,,,,,1,1776770700000,2.0,1,1,,,"{""breach_close"": 76640.0, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776770400000, ""entry_mode"": ""edge"", ""entry_price"": 76613.3, ""entry_time"": 1776770700000, ""ifvg_ce"": 76610.15, ""ifvg_high"": 76613.3, ""ifvg_low"": 76607.0, ""model_family"": ""ict"", ""retest_depth"": 7.952380952378203, ""retest_time"": 1776770700000, ""risk"": 18.472660000014002, ""risk_bps"": 2.4111557653846005, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 76594.82733999999, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",1.9867198335252894,53.165055817584545,True,False,False,False,False
