model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,long,4,4,3,0,10.395213,8.590473,0.0,6.723677,90.25,-1.0,0.0,0.0,0.0,0.75,1.666667,1.0,,,0,3
ifvg_retest,short,3,3,2,0,6.491804,6.491804,0.666667,3.497539,99.0,4.626522,0.666667,0.666667,0.666667,0.0,2.0,,1.0,1.0,0,1
turtle_soup,long,12,12,12,0,4.077844,1.74448,0.0,11.902088,73.75,-0.764317,0.0,0.083333,0.0,0.916667,1.0,1.0,2.0,,0,5
turtle_soup,short,22,22,22,0,2.18389,1.794896,0.090909,6.463114,76.363636,0.609373,0.090909,0.454545,0.272727,0.5,1.0,2.0,1.3,1.833333,0,5
