model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,2,2,2,0,0.764768,0.764768,0.0,2.0,80.0,-0.271013,0.195845,0.00011,0.00011,0.195735,0.0,0.5,0.0,0.5,1.0,11.0,6.0,,0,2
turtle_soup,valid,10,10,10,0,3.068524,3.362292,0.6,2.0,80.0,0.8,0.65,0.218488,0.218488,0.431512,0.6,0.7,0.6,0.4,1.0,4.0,1.142857,1.666667,0,10
