model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,5,5,5,0,4.20718,4.514163,1.0,1.380065,74.0,1.380065,1.0,0.83232,0.83232,0.16768,0.0,0.16768,1.0,1.0,0.4,0.0,1.0,,1.4,3.0,0,4
turtle_soup,short,13,13,13,0,3.350875,2.898323,0.769231,1.327321,72.307692,0.454022,0.45691,0.297774,0.297774,0.159135,0.0,0.159135,0.769231,0.538462,0.461538,0.230769,1.0,11.333333,1.428571,1.166667,0,12
