model,htf_location,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
breaker_block,discount,3,3,2,1,10.423655,10.423655,0.333333,9.636327,96.333333,-0.468903,0.333333,0.333333,0.333333,0.333333,2.5,1.0,1.0,1.0,0,2
breaker_block,premium,1,1,1,0,8.145282,8.145282,0.0,12.089592,100.0,8.145282,0.0,1.0,1.0,0.0,5.0,,1.0,1.0,0,0
