model,model_family,direction,symbol,timeframe,timestamp,setup_timestamp,detected_at,entry_time,entry_mode,stop_mode,target_mode,entry_price,entry_low,entry_high,stop_loss,invalidation,target_hint,risk,risk_bps,same_bar_policy,same_bar_ambiguous,activated_trade,invalidated_before_entry,session_window,ny_time,htf_mode,htf_bias,htf_location,htf_zone_type,htf_objective_type,htf_context_alignment,htf_score_modifier,pd_array_type,pd_array_age_bars,p_d_value,has_smt_confirmation,smt_direction,smt_pair,smt_strength,decision_score,score_bucket,htf_alignment_score,draw_score,pd_location_score,poi_score,displacement_score,smt_score,killzone_score,target_rr_score,no_trade_reasons,pre_model_filter_pass,pre_model_allowed_directions,pre_model_reasons,htf_inside_poi,htf_approaching_poi,swept_level,sweep_extreme,sweep_liquidity_quality,sweep_level_age_bars,displacement_grade,displacement_factor,body_ratio,range_expansion,breach_displacement_grade,turtle_quality,time_to_confirmation_bars,ltf_trigger_type,fvg_low,fvg_high,fvg_ce,ifvg_low,ifvg_high,ifvg_ce,source_fvg_age_bars,source_fvg_touches_before_inversion,ob_low,ob_high,breaker_low,breaker_high,poi_retest_count,trigger_to_retest_bars,rejection_body_level,rejection_wick_extreme,mitigation_low,mitigation_high,time_to_retest_bars,retest_time,target_distance_r,time_to_entry_bars,bars_to_invalidation,bars_to_1r,bars_to_2r,metadata_json,mfe_r,mae_r,invalidated,target_hit,target_before_invalidation,hit_1r_before_invalidation,hit_2r_before_invalidation
breaker_block,ict,long,BTCUSDT,1h,1753077600000,1753077600000,1753095600000,1753092000000,edge,mean_threshold,nearest_liquidity,118329.1,118329.1,118329.1,118142.58418,118142.58418,118340.7,186.51582000000053,15.762464178296,conservative,False,True,False,,,strict,bullish,discount,FVG,swing_high,aligned,0.65,FVG,9,0.4488375621041447,False,,,,97,high,40,12,15,10,20,0,0,0,target_rr_below_2,True,long,,False,True,,,,,strong,1.0,0.7635487755921279,1.8641198095469933,,,,,,,,,,,,,,,118003.4,118329.1,1,4,,,,,,1753092000000,0.062193115843960235,4,,1,1,"{""body_ratio"": 0.7635487755921279, ""break_time"": 1753077600000, ""breaker_high"": 118329.1, ""breaker_low"": 118003.4, ""breaker_mean_threshold"": 118166.25, ""created_fvg_after_break"": true, ""dealing_range_source"": ""significant_swing_pair"", ""displacement_factor"": 1.0, ""displacement_grade"": ""strong"", ""entry_mode"": ""edge"", ""entry_price"": 118329.1, ""entry_time"": 1753092000000, ""failed_ob_confirmed"": true, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": true, ""htf_bias"": ""bullish"", ""htf_confidence"": 0.8, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": false, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 120951.5, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""swing_high"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish FVG; swing_high up"", ""htf_score_modifier"": 0.65, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 115186.7, ""htf_zone_low"": 112036.8, ""htf_zone_type"": ""FVG"", ""model_family"": ""ict"", ""objective_is_equal_high_low"": false, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""swing_high"", ""objective_unreached"": true, ""p_d_value"": 0.4488375621041447, ""pd_array_age_bars"": 9, ""pd_array_type"": ""FVG"", ""poi_retest_count"": 1, ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""range_expansion"": 1.8641198095469933, ""retest_time"": 1753092000000, ""risk"": 186.51582000000053, ""risk_bps"": 15.762464178296, ""session_filter"": ""off"", ""source_ob_direction"": ""bearish"", ""source_ob_time"": 1753034400000, ""stop_loss"": 118142.58418, ""stop_mode"": ""mean_threshold"", ""sweep_time"": 1753048800000, ""target_mode"": ""nearest_liquidity"", ""trigger_to_retest_bars"": 4}",4.669309016253912,13.211211788898115,False,True,True,True,True
breaker_block,ict,long,BTCUSDT,1h,1753581600000,1753581600000,1753898400000,1753585200000,edge,mean_threshold,nearest_liquidity,118209.0,118209.0,118209.0,118112.7582,118112.7582,118329.8,96.24180000000342,8.141664340278949,conservative,False,True,False,,,strict,bullish,discount,FVG,swing_high,aligned,0.65,FVG,18,0.32127893765090115,False,,,,92,high,40,12,15,10,15,0,0,0,target_rr_below_2,True,long,,False,True,,,,,valid,0.9220183893505156,0.6364120308757191,1.4310745438616452,,,,,,,,,,,,,,,118063.8,118209.0,1,1,,,,,,1753585200000,1.2551718691878022,1,1,,,"{""body_ratio"": 0.6364120308757191, ""break_time"": 1753581600000, ""breaker_high"": 118209.0, ""breaker_low"": 118063.8, ""breaker_mean_threshold"": 118136.4, ""created_fvg_after_break"": true, ""dealing_range_source"": ""long_swing_pair"", ""displacement_factor"": 0.9220183893505156, ""displacement_grade"": ""valid"", ""entry_mode"": ""edge"", ""entry_price"": 118209.0, ""entry_time"": 1753585200000, ""failed_ob_confirmed"": true, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": true, ""htf_bias"": ""bullish"", ""htf_confidence"": 0.8, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": false, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 120300.1, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""swing_high"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish FVG; swing_high up"", ""htf_score_modifier"": 0.65, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 115186.7, ""htf_zone_low"": 112036.8, ""htf_zone_type"": ""FVG"", ""model_family"": ""ict"", ""objective_is_equal_high_low"": false, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""swing_high"", ""objective_unreached"": true, ""p_d_value"": 0.32127893765090115, ""pd_array_age_bars"": 18, ""pd_array_type"": ""FVG"", ""poi_retest_count"": 1, ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""range_expansion"": 1.4310745438616452, ""retest_time"": 1753585200000, ""risk"": 96.24180000000342, ""risk_bps"": 8.141664340278949, ""session_filter"": ""off"", ""source_ob_direction"": ""bearish"", ""source_ob_time"": 1753556400000, ""stop_loss"": 118112.7582, ""stop_mode"": ""mean_threshold"", ""sweep_time"": 1753560000000, ""target_mode"": ""nearest_liquidity"", ""trigger_to_retest_bars"": 1}",16.178001658322522,4.019043700346306,True,False,False,False,False
breaker_block,ict,long,BTCUSDT,1h,1754593200000,1754593200000,1760126400000,1754722800000,edge,mean_threshold,nearest_liquidity,116634.6,116634.6,116634.6,116450.57307999999,116450.57307999999,121712.2,184.02692000001844,15.778072715988088,conservative,False,False,True,,,strict,bullish,discount,IFVG,swing_high,aligned,0.8,IFVG,8,0.31922913419299986,False,,,,100,high,40,12,15,10,20,0,0,20,,True,long,,True,True,,,,,strong,1.0,0.8522223270737079,1.8636498917748794,,,,,,,,,,,,,,,116313.2,116634.6,0,,,,,,,1754722800000,27.591615400613577,,,,,"{""body_ratio"": 0.8522223270737079, ""break_time"": 1754593200000, ""breaker_high"": 116634.6, ""breaker_low"": 116313.2, ""breaker_mean_threshold"": 116473.9, ""created_fvg_after_break"": true, ""dealing_range_source"": ""significant_swing_pair"", ""displacement_factor"": 1.0, ""displacement_grade"": ""strong"", ""entry_mode"": ""edge"", ""entry_price"": 116634.6, ""entry_time"": 1754722800000, ""failed_ob_confirmed"": true, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": true, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 115686.0, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""swing_high"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish IFVG; swing_high up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 115137.6, ""htf_zone_low"": 113254.8, ""htf_zone_type"": ""IFVG"", ""model_family"": ""ict"", ""objective_is_equal_high_low"": false, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""swing_high"", ""objective_unreached"": true, ""p_d_value"": 0.31922913419299986, ""pd_array_age_bars"": 8, ""pd_array_type"": ""IFVG"", ""poi_retest_count"": 0, ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""range_expansion"": 1.8636498917748794, ""retest_time"": 1754722800000, ""risk"": 184.02692000001844, ""risk_bps"": 15.778072715988088, ""session_filter"": ""off"", ""source_ob_direction"": ""bearish"", ""source_ob_time"": 1754578800000, ""stop_loss"": 116450.57307999999, ""stop_mode"": ""mean_threshold"", ""sweep_time"": 1754582400000, ""target_mode"": ""nearest_liquidity"", ""trigger_to_retest_bars"": null}",,,False,False,False,False,False
breaker_block,ict,short,ETHUSDT,1h,1756450800000,1756450800000,1759305600000,1756468800000,edge,mean_threshold,nearest_liquidity,4436.18,4436.18,4436.18,4458.4272359999995,4458.4272359999995,4167.22,22.247235999999248,50.14953405858024,conservative,False,True,False,,,strict,bearish,premium,FVG,equal_lows,aligned,0.8,FVG,7,0.5703022178893488,True,bearish,BTCUSDT:ETHUSDT,0.57283,100,high,40,20,15,10,20,20,0,20,,True,short,,True,True,,,,,strong,1.0,0.8435183104920304,2.0351382554324777,,,,,,,,,,,,,,,4436.18,4478.9,1,5,,,,,,1756468800000,12.089591713775551,5,,1,1,"{""body_ratio"": 0.8435183104920304, ""break_time"": 1756450800000, ""breaker_high"": 4478.9, ""breaker_low"": 4436.18, ""breaker_mean_threshold"": 4457.54, ""created_fvg_after_break"": true, ""dealing_range_source"": ""long_swing_pair"", ""displacement_factor"": 1.0, ""displacement_grade"": ""strong"", ""entry_mode"": ""edge"", ""entry_price"": 4436.18, ""entry_time"": 1756468800000, ""failed_ob_confirmed"": true, ""has_smt_confirmation"": true, ""htf_allows_long"": false, ""htf_allows_short"": true, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""down"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""strict"", ""htf_objective"": ""down"", ""htf_objective_level"": 2461.3, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_lows"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bearish"", ""htf_reason"": ""HTF bearish premium bearish FVG; equal_lows down"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bearish"", ""htf_zone_high"": 4440.01, ""htf_zone_low"": 4230.06, ""htf_zone_type"": ""FVG"", ""model_family"": ""ict"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_lows"", ""objective_unreached"": true, ""p_d_value"": 0.5703022178893488, ""pd_array_age_bars"": 7, ""pd_array_type"": ""FVG"", ""poi_retest_count"": 1, ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""range_expansion"": 2.0351382554324777, ""retest_time"": 1756468800000, ""risk"": 22.247235999999248, ""risk_bps"": 50.14953405858024, ""session_filter"": ""off"", ""smt_direction"": ""bearish"", ""smt_pair"": ""BTCUSDT:ETHUSDT"", ""smt_primary_symbol"": ""BTCUSDT"", ""smt_secondary_symbol"": ""ETHUSDT"", ""smt_strength"": 0.57283, ""smt_timestamp"": 1759294800000, ""source_ob_direction"": ""bullish"", ""source_ob_time"": 1756407600000, ""stop_loss"": 4458.4272359999995, ""stop_mode"": ""mean_threshold"", ""sweep_time"": 1756418400000, ""target_mode"": ""nearest_liquidity"", ""trigger_to_retest_bars"": 5}",8.145281508228985,0.9016850452793402,False,False,False,True,True
