model,htf_zone_type,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
breaker_block,FVG,3,3,3,0,9.664197,8.145282,0.333333,4.468986,96.333333,2.402492,0.333333,0.666667,0.666667,0.333333,3.333333,1.0,1.0,1.0,0,2
breaker_block,IFVG,1,1,0,1,,,0.0,27.591615,100.0,,0.0,0.0,0.0,0.0,,,,,0,0
