model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,32,32,32,0,3.294904,1.585247,0.53125,1.525993,73.4375,0.082196,0.332431,0.14402,0.14402,0.188411,0.0,0.188411,0.53125,0.53125,0.09375,0.4375,1.0,4.285714,7.058824,2.333333,3,29
turtle_soup,short,52,52,52,0,3.728494,2.633849,0.673077,1.585264,73.653846,0.483039,0.508334,0.312005,0.312005,0.196329,0.0,0.196329,0.673077,0.576923,0.230769,0.269231,1.0,5.428571,2.366667,1.583333,3,44
