model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
rejection_block,none,49,49,17,0,3.128475,2.889144,0.0,31.924561,99.510204,-0.709456,-0.235294,-0.492182,-0.492182,0.089124,0.0,0.204082,0.081633,0.326531,3.97561,4.125,2.2,5.25,3,0
rejection_block,target_rr_below_2,3,3,1,0,0.134025,0.134025,0.333333,0.147785,79.666667,0.011314,0.011314,0.001683,0.001683,0.00321,0.333333,0.0,0.0,0.0,2.0,,,,0,3
