model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,6069,6069,6069,0,8.348921,5.541052,0.388861,4.123626,61.316527,0.296759,0.402907,-0.099586,-0.099586,0.502535,-4.1e-05,0.502493,0.388861,0.679848,0.408469,0.603889,1.0,2.643929,1.228308,1.477209,2098,3166
turtle_soup,valid,6147,6147,6147,0,15.395287,10.044732,0.361965,7.533377,64.712868,1.013306,0.264869,-0.617549,-0.617549,0.882481,-6.2e-05,0.882418,0.361965,0.622255,0.536522,0.631528,1.0,2.339516,1.144052,1.15282,2939,1964
