model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,6213,6213,6213,0,11.550646,7.246612,0.375664,5.572077,62.918075,0.619203,0.333054,-0.428419,-0.428419,0.761599,-0.000126,0.761473,0.375664,0.651054,0.46966,0.616288,1.0,2.509533,1.183684,1.289925,2531,2661
turtle_soup,ETHUSDT,6003,6003,6003,0,12.250586,7.533559,0.374979,6.116048,63.136765,0.696771,0.333855,-0.289638,-0.289638,0.623468,2.5e-05,0.623493,0.374979,0.650675,0.476262,0.619357,1.0,2.464497,1.192012,1.294159,2506,2469
