model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,54,54,54,0,3.433678,2.206441,0.574074,1.757029,74.074074,0.182021,0.41518,0.256549,0.256549,0.157761,0.00087,0.158631,0.574074,0.555556,0.166667,0.388889,1.0,4.47619,3.4,1.555556,5,45
turtle_soup,LINKUSDT,34,34,34,0,3.811561,3.073448,0.470588,2.733091,75.882353,0.366833,0.454402,0.3512,0.3512,0.105013,-0.001811,0.103202,0.470588,0.617647,0.264706,0.470588,1.0,3.9375,1.904762,3.222222,4,26
turtle_soup,XRPUSDT,27,27,27,0,4.397244,2.699944,0.259259,4.024345,83.333333,0.438527,0.475682,0.321652,0.321652,0.150242,0.003788,0.15403,0.259259,0.62963,0.407407,0.555556,1.0,4.6,2.764706,5.181818,8,11
