model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,58,58,58,0,3.591231,2.432381,0.551724,1.747864,74.827586,0.327747,0.409148,0.291403,0.291403,0.117774,-2.9e-05,0.117745,0.551724,0.517241,0.155172,0.344828,1.0,3.9,4.133333,6.0,4,47
turtle_soup,valid,57,57,57,0,3.955191,2.881517,0.385965,3.422559,78.77193,0.265479,0.473373,0.308381,0.308381,0.163424,0.001567,0.164992,0.385965,0.666667,0.350877,0.561404,1.0,4.625,1.710526,2.3,13,35
