model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,2549,2549,2549,0,4.441605,2.76226,0.246763,2.0,61.090624,-0.219311,-0.039287,-0.444802,-0.444802,0.405515,0.246763,0.471557,0.246763,0.733229,1.0,3.648475,2.971714,4.713831,268,2549
turtle_soup,valid,2385,2385,2385,0,5.768828,3.532371,0.263732,2.0,61.308176,-0.183171,-0.079036,-0.624187,-0.624187,0.54515,0.263732,0.455765,0.263732,0.724109,1.0,2.745223,2.353266,3.349762,364,2385
