model,session_label,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,london_open,26,26,25,0,2.622992,1.205291,0.192308,2.0,78.0,-0.247581,-0.048106,-1.481589,-1.481589,1.374515,0.003834,1.378349,0.192308,0.423077,0.192308,0.653846,1.384615,10.941176,8.909091,11.0,3,0
silver_bullet,ny_am,17,17,17,0,1.135264,0.889322,0.176471,2.0,78.0,-0.042296,-0.168101,-1.291653,-1.291653,1.12355,1e-06,1.123552,0.176471,0.352941,0.176471,0.588235,1.235294,10.7,7.5,11.666667,0,0
silver_bullet,ny_pm,29,29,26,0,3.174668,2.081708,0.310345,2.0,78.0,0.10418,0.002137,-1.597665,-1.597665,1.427827,0.006479,1.434306,0.310345,0.37931,0.310345,0.551724,1.37931,7.25,5.727273,11.222222,1,0
