model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,132,132,132,0,3.927562,2.356067,0.537879,1.705281,74.242424,0.208682,0.334998,0.19102,0.19102,0.14233,0.001649,0.143979,0.537879,0.492424,0.128788,0.393939,1.0,4.288462,4.369231,2.588235,12,112
turtle_soup,valid,135,135,135,0,4.374242,2.389285,0.355556,3.474605,78.814815,0.294914,0.227982,0.062078,0.062078,0.16674,-0.000836,0.165904,0.355556,0.533333,0.251852,0.622222,1.0,3.904762,1.958333,2.058824,23,83
