model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,130,130,130,0,4.019807,2.405767,0.415385,2.884661,77.076923,0.267079,0.261186,0.126635,0.126635,0.133918,0.000633,0.134551,0.415385,0.476923,0.169231,0.507692,1.0,3.954545,3.241935,2.227273,19,92
turtle_soup,30m,137,137,137,0,4.28019,2.336485,0.474453,2.329656,76.058394,0.238242,0.299585,0.125055,0.125055,0.174366,0.000164,0.17453,0.474453,0.547445,0.211679,0.510949,1.0,4.142857,2.986667,2.241379,16,103
