model,displacement_grade,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
breaker_block,strong,4,4,0,4,,,0.0,56.659325,100.0,,0.0,0.0,0.0,0.0,12.0,,,,0,2
breaker_block,valid,3,3,0,2,,,0.0,85.90951,100.0,,0.0,0.0,0.0,0.0,18.0,,,,0,1
