model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
breaker_block,long,5,5,0,5,,,0.0,96.073167,100.0,,0.0,0.0,0.0,0.0,15.0,,,,0,1
breaker_block,short,2,2,0,1,,,0.0,2.0,100.0,,0.0,0.0,0.0,0.0,,,,,0,2
