model,model_family,direction,symbol,timeframe,timestamp,entry_mode,stop_mode,target_mode,entry_price,entry_low,entry_high,stop_loss,invalidation,target_hint,risk,risk_bps,same_bar_policy,same_bar_ambiguous,session_window,ny_time,swept_level,sweep_extreme,fvg_low,fvg_high,fvg_ce,ifvg_low,ifvg_high,ifvg_ce,ob_low,ob_high,breaker_low,breaker_high,time_to_retest_bars,target_distance_r,metadata_json,mfe_r,mae_r,invalidated,target_hit,target_before_invalidation
ifvg_retest,ict,long,BTCUSDT,1m,1777089600000,edge,ce,fixed_r,77621.1,77621.1,77621.1,77597.77578,77597.77578,77667.74844000002,23.324220000009518,3.0048814046708325,conservative,False,,,,,,,,77605.5,77621.1,77613.3,,,,,1,2.0,"{""breach_close"": 77629.0, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1777089540000, ""entry_mode"": ""edge"", ""entry_price"": 77621.1, ""ifvg_ce"": 77613.3, ""ifvg_high"": 77621.1, ""ifvg_low"": 77605.5, ""model_family"": ""ict"", ""retest_depth"": 0.5833333333334888, ""risk"": 23.324220000009518, ""risk_bps"": 3.0048814046708325, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 77597.77578, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",1.3762518103489922,1.7278176933670863,True,False,False
ifvg_retest,ict,long,BTCUSDT,1m,1777089660000,edge,ce,fixed_r,77605.5,77605.5,77605.5,77585.82890000001,77585.82890000001,77644.84219999998,19.671099999992293,2.53475591291755,conservative,False,,,,,,,,77597.2,77605.5,77601.35,,,,,2,2.0,"{""breach_close"": 77629.0, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1777089540000, ""entry_mode"": ""edge"", ""entry_price"": 77605.5, ""ifvg_ce"": 77601.35, ""ifvg_high"": 77605.5, ""ifvg_low"": 77597.2, ""model_family"": ""ict"", ""retest_depth"": 0.39759036144599436, ""risk"": 19.671099999992293, ""risk_bps"": 2.53475591291755, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 77585.82890000001, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 2}",2.424877103975669,1.2556491502766376,True,False,False
turtle_soup,ict,long,BTCUSDT,1m,1777090140000,close,sweep_extreme,opposite_range,77636.9,77636.9,77636.9,77565.27262,77565.27262,77678.0,71.62737999999081,9.225945394521267,conservative,False,,,77590.0,77580.8,,,,,,,,,,,,0.5738029228489314,"{""close_back_distance_bps"": 6.044593375434229, ""entry_mode"": ""close"", ""entry_price"": 77636.9, ""model_family"": ""ict"", ""risk"": 71.62737999999081, ""risk_bps"": 9.225945394521267, ""stop_loss"": 77565.27262, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 77580.8, ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 77590.0, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 1.1857198092533947}",0.2247743809700688,0.6422125170571072,False,False,False
ict2022_mss_fvg,ict,long,BTCUSDT,1m,1777090200000,edge,sweep_extreme,nearest_liquidity,77636.9,77636.9,77636.9,77565.27262,77565.27262,77641.2,71.62737999999081,9.225945394521267,conservative,False,,,,77580.8,77585.1,77636.9,77611.0,,,,,,,,,0.060032909203205004,"{""displacement_grade"": ""valid"", ""entry_mode"": ""edge"", ""entry_price"": 77636.9, ""fvg_ce"": 77611.0, ""fvg_high"": 77636.9, ""fvg_low"": 77585.1, ""model_family"": ""ict"", ""mss_time"": 1777090200000, ""risk"": 71.62737999999081, ""risk_bps"": 9.225945394521267, ""stop_loss"": 77565.27262, ""stop_mode"": ""sweep_extreme"", ""structure_level"": 77641.2, ""sweep_extreme"": 77580.8, ""sweep_level"": 77590.0, ""sweep_time"": 1777090140000, ""target_mode"": ""nearest_liquidity""}",0.2247743809700688,0.6422125170571072,False,True,True
turtle_soup,ict,long,BTCUSDT,1m,1777090380000,close,sweep_extreme,opposite_range,77633.9,77633.9,77633.9,77614.37322,77614.37322,77678.0,19.526780000000144,2.515238832520348,conservative,False,,,77630.2,77629.9,,,,,,,,,,,,2.258436874897218,"{""close_back_distance_bps"": 0.4766186355306427, ""entry_mode"": ""close"", ""entry_price"": 77633.9, ""model_family"": ""ict"", ""risk"": 19.526780000000144, ""risk_bps"": 2.515238832520348, ""stop_loss"": 77614.37322, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 77629.9, ""sweep_swing_significance"": ""long"", ""swept_level"": 77630.2, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 0.03864475423261957}",0.7476911195806842,2.355739143883408,True,False,False
turtle_soup,ict,long,BTCUSDT,1m,1777090500000,close,sweep_extreme,opposite_range,77634.1,77634.1,77634.1,77607.67318,77607.67318,77678.0,26.426820000007865,3.4040222015851107,conservative,False,,,77630.2,77623.2,,,,,,,,,,,,1.6611911686680847,"{""close_back_distance_bps"": 0.5023818050203054, ""entry_mode"": ""close"", ""entry_price"": 77634.1, ""model_family"": ""ict"", ""risk"": 26.426820000007865, ""risk_bps"": 3.4040222015851107, ""stop_loss"": 77607.67318, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 77623.2, ""sweep_swing_significance"": ""long"", ""swept_level"": 77630.2, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 0.901710932085709}",0.544900975599406,2.993171331245389,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777090500000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777090500000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.6957874529896688,2.6404241805761792,False,True,True
breaker_block,ict,long,BTCUSDT,1m,1777090680000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777090680000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777090740000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777090740000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
turtle_soup,ict,long,BTCUSDT,1m,1777090800000,close,sweep_extreme,opposite_range,77623.8,77623.8,77623.8,77595.67524,77595.67524,77678.0,28.124760000006063,3.6232134989534215,conservative,False,,,77623.2,77611.2,,,,,,,,,,,,1.9271275559324028,"{""close_back_distance_bps"": 0.07729647837319523, ""entry_mode"": ""close"", ""entry_price"": 77623.8, ""model_family"": ""ict"", ""risk"": 28.124760000006063, ""risk_bps"": 3.6232134989534215, ""stop_loss"": 77595.67524, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 77611.2, ""sweep_swing_significance"": ""short"", ""swept_level"": 77623.2, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 1.5459295674489069}",0.007111171793005398,2.801801686485002,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777090800000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777090800000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777090860000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777090860000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777090920000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777090920000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777090980000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777090980000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777091040000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777091040000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777091100000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777091100000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777091160000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777091160000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
breaker_block,ict,long,BTCUSDT,1m,1777091220000,edge,mean_threshold,nearest_liquidity,77629.0,77629.0,77629.0,77600.9742,77600.9742,77641.2,28.025800000003073,3.6102229836791757,conservative,False,,,,,,,,,,,,,77604.0,77629.0,,0.4353131757165095,"{""break_time"": 1777090200000, ""breaker_high"": 77629.0, ""breaker_low"": 77604.0, ""breaker_mean_threshold"": 77616.5, ""entry_mode"": ""edge"", ""entry_price"": 77629.0, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777091220000, ""risk"": 28.025800000003073, ""risk_bps"": 3.6102229836791757, ""source_ob_time"": 1777089540000, ""stop_loss"": 77600.9742, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",0.0,2.99723825903242,True,False,False
ifvg_retest,ict,long,BTCUSDT,1m,1777092660000,edge,ce,fixed_r,77569.9,77569.9,77569.9,77552.58602,77552.58602,77604.52795999998,17.313979999991716,2.232048771494061,conservative,False,,,,,,,,77566.3,77569.9,77568.1,,,,,1,2.0,"{""breach_close"": 77571.6, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1777092600000, ""entry_mode"": ""edge"", ""entry_price"": 77569.9, ""ifvg_ce"": 77568.1, ""ifvg_high"": 77569.9, ""ifvg_low"": 77566.3, ""model_family"": ""ict"", ""retest_depth"": 2.1944444444481497, ""risk"": 17.313979999991716, ""risk_bps"": 2.232048771494061, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 77552.58602, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",0.0,7.61234563052813,True,False,False
ifvg_retest,ict,long,BTCUSDT,1m,1777094100000,edge,ce,fixed_r,77467.9,77467.9,77467.9,77451.40642,77451.40642,77500.88715999998,16.493579999994836,2.1290857245381423,conservative,False,,,,,,,,77465.9,77467.9,77466.9,,,,,1,2.0,"{""breach_close"": 77469.1, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1777094040000, ""entry_mode"": ""edge"", ""entry_price"": 77467.9, ""ifvg_ce"": 77466.9, ""ifvg_high"": 77467.9, ""ifvg_low"": 77465.9, ""model_family"": ""ict"", ""retest_depth"": 8.94999999999709, ""risk"": 16.493579999994836, ""risk_bps"": 2.1290857245381423, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 77451.40642, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",1.7036931945650744,1.5339301716180647,True,False,False
ict2022_mss_fvg,ict,long,BTCUSDT,1m,1777095360000,edge,sweep_extreme,nearest_liquidity,77470.2,77470.2,77470.2,77432.70595999999,77432.70595999999,77478.1,37.49404000000504,4.8398016269488195,conservative,False,,,,77448.2,77468.8,77470.2,77469.5,,,,,,,,,0.21070015394467143,"{""displacement_grade"": ""strong"", ""entry_mode"": ""edge"", ""entry_price"": 77470.2, ""fvg_ce"": 77469.5, ""fvg_high"": 77470.2, ""fvg_low"": 77468.8, ""model_family"": ""ict"", ""mss_time"": 1777095360000, ""risk"": 37.49404000000504, ""risk_bps"": 4.8398016269488195, ""stop_loss"": 77432.70595999999, ""stop_mode"": ""sweep_extreme"", ""structure_level"": 77478.1, ""sweep_extreme"": 77448.2, ""sweep_level"": 77450.0, ""sweep_time"": 1777095060000, ""target_mode"": ""nearest_liquidity""}",1.0081602302658723,0.0053341811124398095,False,True,True
breaker_block,ict,long,BTCUSDT,1m,1777096440000,edge,mean_threshold,nearest_liquidity,77481.6,77481.6,77481.6,77465.25368,77465.25368,77490.5,16.346320000011474,2.1097034650822226,conservative,False,,,,,,,,,,,,,77479.9,77481.6,,0.5444650539074196,"{""break_time"": 1777095540000, ""breaker_high"": 77481.6, ""breaker_low"": 77479.9, ""breaker_mean_threshold"": 77480.75, ""entry_mode"": ""edge"", ""entry_price"": 77481.6, ""failed_ob_confirmed"": true, ""model_family"": ""ict"", ""retest_time"": 1777096440000, ""risk"": 16.346320000011474, ""risk_bps"": 2.1097034650822226, ""source_ob_time"": 1777094580000, ""stop_loss"": 77465.25368, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",2.5449153081526648,0.709639845543075,False,True,True
ifvg_retest,ict,long,BTCUSDT,1m,1777097940000,edge,ce,fixed_r,77485.1,77485.1,77485.1,77466.30298000001,77466.30298000001,77522.69404,18.797019999998156,2.4258883320790905,conservative,False,,,,,,,,77478.5,77485.1,77481.8,,,,,19,2.0,"{""breach_close"": 77496.0, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1777096800000, ""entry_mode"": ""edge"", ""entry_price"": 77485.1, ""ifvg_ce"": 77481.8, ""ifvg_high"": 77485.1, ""ifvg_low"": 77478.5, ""model_family"": ""ict"", ""retest_depth"": 0.36363636363736584, ""risk"": 18.797019999998156, ""risk_bps"": 2.4258883320790905, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 77466.30298000001, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 19}",1.3140380762482304,2.558916253747165,True,False,False
