model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,02:00-05:00,187,187,187,0,10.688462,6.955617,0.224599,7.461649,69.037433,0.196013,0.46596,-0.166979,-0.166979,0.632191,0.000748,0.632939,0.224599,0.721925,0.513369,0.764706,1.0,4.265734,1.296296,1.510417,105,44
turtle_soup,07:00-10:00,362,362,362,0,10.709891,5.828362,0.406077,4.996218,65.19337,0.950419,0.355372,-0.156173,-0.156173,0.511477,6.8e-05,0.511546,0.406077,0.665746,0.51105,0.59116,1.0,2.574766,1.190871,1.313514,143,155
turtle_soup,13:00-16:00,142,142,142,0,7.780941,5.430185,0.401408,5.800319,65.633803,1.102563,0.410772,-0.105093,-0.105093,0.515864,0.0,0.515864,0.401408,0.676056,0.528169,0.556338,1.0,2.683544,1.072917,1.226667,56,59
