model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,none,433,433,433,0,12.028805,7.841852,0.247113,8.263958,72.355658,1.015357,0.376443,-0.299497,-0.299497,0.675714,0.000227,0.675941,0.247113,0.688222,0.60739,0.734411,1.0,3.245283,1.100671,1.209125,253,0
turtle_soup,target_rr_below_2,154,154,154,0,6.59179,3.009774,0.62987,1.222412,51.948052,0.349296,0.435772,0.168004,0.168004,0.267336,0.000431,0.267767,0.62987,0.649351,0.279221,0.363636,1.0,3.089286,1.53,1.604651,13,154
turtle_soup,target_rr_below_3,104,104,104,0,7.278929,4.926783,0.403846,2.510186,62.5,0.421431,0.423077,0.010834,0.010834,0.412243,0.0,0.412243,0.403846,0.711538,0.480769,0.596154,1.0,2.709677,1.135135,1.86,38,104
