model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,88,88,88,0,3.758079,2.861638,0.534091,2.586617,78.068182,0.739751,0.473383,0.347045,0.347045,0.126493,-0.000155,0.126339,0.534091,0.659091,0.375,0.397727,1.0,4.285714,1.706897,3.545455,6,59
turtle_soup,30m,76,76,76,0,3.693843,2.361151,0.5,1.810656,75.394737,0.231964,0.407028,0.257628,0.257628,0.150223,-0.000823,0.1494,0.5,0.592105,0.210526,0.447368,1.0,3.941176,3.711111,4.1875,8,62
