model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,65,65,65,0,3.144673,2.465497,0.415385,2.192204,77.076923,0.304211,0.444237,0.322034,0.322034,0.12269,-0.000487,0.122204,0.415385,0.630769,0.246154,0.492308,1.0,3.875,2.512195,5.5,8,47
turtle_soup,valid,99,99,99,0,4.111508,2.729843,0.585859,2.249888,76.666667,0.635895,0.44158,0.294823,0.294823,0.147207,-0.00045,0.146757,0.585859,0.626263,0.333333,0.373737,1.0,4.324324,2.629032,2.909091,6,74
