model,stop_mode,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,asian_sweep_extreme,164,164,164,0,3.728311,2.60583,0.518293,2.227025,76.829268,0.504435,0.442633,0.305608,0.305608,0.13749,-0.000464,0.137026,0.518293,0.628049,0.29878,0.420732,1.0,4.115942,2.582524,3.755102,14,121
