model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,7,7,7,0,1.138792,0.790951,0.0,2.0,80.0,-0.045782,-0.247809,-0.466596,-0.466596,0.218787,0.0,0.285714,0.0,0.571429,1.0,7.25,20.5,,0,7
turtle_soup,short,16,16,16,0,2.494883,1.442981,0.125,2.0,80.0,-0.372383,0.145032,-0.062999,-0.062999,0.208031,0.125,0.625,0.125,0.75,1.0,8.333333,3.3,8.0,2,16
